GSK_REG_NO,MOLREGNO,CHEMBL_ID,INCHI,SMILES,PARENT_CHEMBL_ID,PARENT_INCHI,PARENT_SMILES,TARGETS,TARGET_CHEMBL_IDS,REF_CHEMBL_ID,REFERENCE,PUBMED_ID
GW778894X,494079,CHEMBL495696,"InChI=1S/C17H11N7/c18-10-12-3-1-4-13(9-12)22-17-19-8-6-15(23-17)14-11-21-24-16(14)5-2-7-20-24/h1-9,11H,(H,19,22,23)",N#Cc1cccc(Nc2nccc(n2)c3cnn4ncccc34)c1,CHEMBL495696,"InChI=1S/C17H11N7/c18-10-12-3-1-4-13(9-12)22-17-19-8-6-15(23-17)14-11-21-24-16(14)5-2-7-20-24/h1-9,11H,(H,19,22,23)",N#Cc1cccc(Nc2nccc(n2)c3cnn4ncccc34)c1,CDK2/CDK4,CHEMBL301/CHEMBL331,CHEMBL1143431,"Bioorg. Med. Chem. Lett., 18, p. 5758 (2008)",18835709
GW779439X,495238,CHEMBL468963,"InChI=1S/C22H21F3N8/c1-31-9-11-32(12-10-31)20-5-4-15(13-17(20)22(23,24)25)29-21-26-8-6-18(30-21)16-14-28-33-19(16)3-2-7-27-33/h2-8,13-14H,9-12H2,1H3,(H,26,29,30)",CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnn5ncccc45)cc2C(F)(F)F,CHEMBL468963,"InChI=1S/C22H21F3N8/c1-31-9-11-32(12-10-31)20-5-4-15(13-17(20)22(23,24)25)29-21-26-8-6-18(30-21)16-14-28-33-19(16)3-2-7-27-33/h2-8,13-14H,9-12H2,1H3,(H,26,29,30)",CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnn5ncccc45)cc2C(F)(F)F,CDK2/CDK4,CHEMBL301/CHEMBL331,CHEMBL1143431,"Bioorg. Med. Chem. Lett., 18, p. 5758 (2008)",18835709
GW780056X,1222765,CHEMBL1882194,"InChI=1S/C21H23N7/c1-3-27(4-2)15-16-7-9-17(10-8-16)25-21-22-13-11-19(26-21)18-14-24-28-20(18)6-5-12-23-28/h5-14H,3-4,15H2,1-2H3,(H,22,25,26)",CCN(CC)Cc1ccc(Nc2nccc(n2)c3cnn4ncccc34)cc1,CHEMBL1882194,"InChI=1S/C21H23N7/c1-3-27(4-2)15-16-7-9-17(10-8-16)25-21-22-13-11-19(26-21)18-14-24-28-20(18)6-5-12-23-28/h5-14H,3-4,15H2,1-2H3,(H,22,25,26)",CCN(CC)Cc1ccc(Nc2nccc(n2)c3cnn4ncccc34)cc1,CDK2/CDK4,CHEMBL301/CHEMBL331,CHEMBL1143431,"Bioorg. Med. Chem. Lett., 18, p. 5758 (2008)",18835709
GW780159X,312519,CHEMBL365663,"InChI=1S/C17H11ClN4S/c18-11-4-1-3-10(9-11)15-16(23-17(19)22-15)14-7-6-12-13(21-14)5-2-8-20-12/h1-9H,(H2,19,22)",Nc1nc(c2cccc(Cl)c2)c(s1)c3ccc4ncccc4n3,CHEMBL365663,"InChI=1S/C17H11ClN4S/c18-11-4-1-3-10(9-11)15-16(23-17(19)22-15)14-7-6-12-13(21-14)5-2-8-20-12/h1-9H,(H2,19,22)",Nc1nc(c2cccc(Cl)c2)c(s1)c3ccc4ncccc4n3,ALK5,CHEMBL4439,CHEMBL1138735,"J. Med. Chem., 47, p. 4494 (2004)",15317461
GW781673X,495236,CHEMBL513330,"InChI=1S/C17H13ClN6/c18-13-5-3-12(4-6-13)10-20-17-19-9-7-15(23-17)14-11-22-24-16(14)2-1-8-21-24/h1-9,11H,10H2,(H,19,20,23)",Clc1ccc(CNc2nccc(n2)c3cnn4ncccc34)cc1,CHEMBL513330,"InChI=1S/C17H13ClN6/c18-13-5-3-12(4-6-13)10-20-17-19-9-7-15(23-17)14-11-22-24-16(14)2-1-8-21-24/h1-9,11H,10H2,(H,19,20,23)",Clc1ccc(CNc2nccc(n2)c3cnn4ncccc34)cc1,CDK2/CDK4,CHEMBL301/CHEMBL331,CHEMBL1143431,"Bioorg. Med. Chem. Lett., 18, p. 5758 (2008)",18835709
GW782612X,413849,CHEMBL251549,"InChI=1S/C18H15N7O/c19-17(26)11-3-1-4-12(9-11)22-18-20-8-7-16(24-18)23-14-5-2-6-15-13(14)10-21-25-15/h1-10H,(H2,19,26)(H,21,25)(H2,20,22,23,24)",NC(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,CHEMBL251549,"InChI=1S/C18H15N7O/c19-17(26)11-3-1-4-12(9-11)22-18-20-8-7-16(24-18)23-14-5-2-6-15-13(14)10-21-25-15/h1-10H,(H2,19,26)(H,21,25)(H2,20,22,23,24)",NC(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,LCK,CHEMBL258,CHEMBL1140683,"Bioorg. Med. Chem. Lett., 17, p. 4363 (2007)",17600705
GW782907X,489509,CHEMBL477978,"InChI=1S/C25H30N2O2/c1-17-7-10-21(25(29)27-22-5-3-2-4-6-22)15-23(17)19-11-13-20(14-12-19)24(28)26-16-18-8-9-18/h7,10-15,18,22H,2-6,8-9,16H2,1H3,(H,26,28)(H,27,29)",Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)C(=O)NC4CCCCC4,CHEMBL477978,"InChI=1S/C25H30N2O2/c1-17-7-10-21(25(29)27-22-5-3-2-4-6-22)15-23(17)19-11-13-20(14-12-19)24(28)26-16-18-8-9-18/h7,10-15,18,22H,2-6,8-9,16H2,1H3,(H,26,28)(H,27,29)",Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)C(=O)NC4CCCCC4,p38a,CHEMBL260,CHEMBL1155838,"Bioorg. Med. Chem. Lett., 18, p. 4428 (2008)",18614366
GW782912X,489511,CHEMBL517507,"InChI=1S/C23H26N2O2/c1-15-5-8-19(23(27)25-20-3-2-4-20)13-21(15)17-9-11-18(12-10-17)22(26)24-14-16-6-7-16/h5,8-13,16,20H,2-4,6-7,14H2,1H3,(H,24,26)(H,25,27)",Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)C(=O)NC4CCC4,CHEMBL517507,"InChI=1S/C23H26N2O2/c1-15-5-8-19(23(27)25-20-3-2-4-20)13-21(15)17-9-11-18(12-10-17)22(26)24-14-16-6-7-16/h5,8-13,16,20H,2-4,6-7,14H2,1H3,(H,24,26)(H,25,27)",Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)C(=O)NC4CCC4,p38a,CHEMBL260,CHEMBL1155838,"Bioorg. Med. Chem. Lett., 18, p. 4428 (2008)",18614366
GW784307A,1249154,CHEMBL1909383,"InChI=1S/C24H26N8O2.ClH/c1-31(2)12-11-25-24(33)18-9-7-17(8-10-18)14-28-30-22-21-15-29-32(23(21)27-16-26-22)19-5-4-6-20(13-19)34-3;/h4-10,13-16H,11-12H2,1-3H3,(H,25,33)(H,26,27,30);1H/b28-14+;",Cl.COc1cccc(c1)n2ncc3c(N\N=C\c4ccc(cc4)C(=O)NCCN(C)C)ncnc23,CHEMBL67374,"InChI=1S/C24H26N8O2/c1-31(2)12-11-25-24(33)18-9-7-17(8-10-18)14-28-30-22-21-15-29-32(23(21)27-16-26-22)19-5-4-6-20(13-19)34-3/h4-10,13-16H,11-12H2,1-3H3,(H,25,33)(H,26,27,30)/b28-14+",COc1cccc(c1)n2ncc3c(N\N=C\c4ccc(cc4)C(=O)NCCN(C)C)ncnc23,GSK3b,CHEMBL262,CHEMBL1147546,"Bioorg. Med. Chem. Lett., 14, p. 2121 (2004)",15080992
GW784684X,475029,CHEMBL475761,"InChI=1S/C29H27ClFN5O2S/c1-35-9-11-36(12-10-35)16-22-6-8-26(38-22)27-15-24-28(39-27)29(33-18-32-24)34-21-5-7-25(23(30)14-21)37-17-19-3-2-4-20(31)13-19/h2-8,13-15,18H,9-12,16-17H2,1H3,(H,32,33,34)",CN1CCN(Cc2oc(cc2)c3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)CC1,CHEMBL475761,"InChI=1S/C29H27ClFN5O2S/c1-35-9-11-36(12-10-35)16-22-6-8-26(38-22)27-15-24-28(39-27)29(33-18-32-24)34-21-5-7-25(23(30)14-21)37-17-19-3-2-4-20(31)13-19/h2-8,13-15,18H,9-12,16-17H2,1H3,(H,32,33,34)",CN1CCN(Cc2oc(cc2)c3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)CC1,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1143296,"Bioorg. Med. Chem. Lett., 19, p. 817 (2009)",19111461
GW784752X,104901,CHEMBL306865,"InChI=1S/C18H15N7O/c1-26-15-4-2-3-14(9-15)25-18-16(11-23-25)17(20-12-21-18)24-22-10-13-5-7-19-8-6-13/h2-12H,1H3,(H,20,21,24)/b22-10+",COc1cccc(c1)n2ncc3c(N\N=C\c4ccncc4)ncnc23,CHEMBL306865,"InChI=1S/C18H15N7O/c1-26-15-4-2-3-14(9-15)25-18-16(11-23-25)17(20-12-21-18)24-22-10-13-5-7-19-8-6-13/h2-12H,1H3,(H,20,21,24)/b22-10+",COc1cccc(c1)n2ncc3c(N\N=C\c4ccncc4)ncnc23,GSK3b,CHEMBL262,CHEMBL1146115,"Bioorg. Med. Chem. Lett., 16, p. 2091 (2006)",16460937
GW785404X,314503,CHEMBL426800,"InChI=1S/C11H10FN5O/c1-2-17-8-5-6(12)3-4-7(8)14-11(17)9-10(13)16-18-15-9/h3-5H,2H2,1H3,(H2,13,16)",CCn1c(nc2ccc(F)cc12)c3nonc3N,CHEMBL426800,"InChI=1S/C11H10FN5O/c1-2-17-8-5-6(12)3-4-7(8)14-11(17)9-10(13)16-18-15-9/h3-5H,2H2,1H3,(H2,13,16)",CCn1c(nc2ccc(F)cc12)c3nonc3N,MSK1,CHEMBL4237,CHEMBL1140255,"Bioorg. Med. Chem. Lett., 15, p. 3402 (2005)",15950465
GW785804X,306971,CHEMBL361237,"InChI=1S/C17H11FN4S/c18-11-5-3-10(4-6-11)15-16(23-17(19)22-15)14-8-7-12-13(21-14)2-1-9-20-12/h1-9H,(H2,19,22)",Nc1nc(c2ccc(F)cc2)c(s1)c3ccc4ncccc4n3,CHEMBL361237,"InChI=1S/C17H11FN4S/c18-11-5-3-10(4-6-11)15-16(23-17(19)22-15)14-8-7-12-13(21-14)2-1-9-20-12/h1-9H,(H2,19,22)",Nc1nc(c2ccc(F)cc2)c(s1)c3ccc4ncccc4n3,ALK5,CHEMBL4439,CHEMBL1138735,"J. Med. Chem., 47, p. 4494 (2004)",15317461
GW785974X,489510,CHEMBL477979,"InChI=1S/C22H26N2O2/c1-14(2)24-22(26)19-7-4-15(3)20(12-19)17-8-10-18(11-9-17)21(25)23-13-16-5-6-16/h4,7-12,14,16H,5-6,13H2,1-3H3,(H,23,25)(H,24,26)",CC(C)NC(=O)c1ccc(C)c(c1)c2ccc(cc2)C(=O)NCC3CC3,CHEMBL477979,"InChI=1S/C22H26N2O2/c1-14(2)24-22(26)19-7-4-15(3)20(12-19)17-8-10-18(11-9-17)21(25)23-13-16-5-6-16/h4,7-12,14,16H,5-6,13H2,1-3H3,(H,23,25)(H,24,26)",CC(C)NC(=O)c1ccc(C)c(c1)c2ccc(cc2)C(=O)NCC3CC3,p38a,CHEMBL260,CHEMBL1155838,"Bioorg. Med. Chem. Lett., 18, p. 4428 (2008)",18614366
GW786460X,306655,CHEMBL185238,"InChI=1S/C17H13N5/c1-11-4-2-5-16(20-11)17-12(10-19-22-17)13-7-8-14-15(21-13)6-3-9-18-14/h2-10H,1H3,(H,19,22)",Cc1cccc(n1)c2n[nH]cc2c3ccc4ncccc4n3,CHEMBL185238,"InChI=1S/C17H13N5/c1-11-4-2-5-16(20-11)17-12(10-19-22-17)13-7-8-14-15(21-13)6-3-9-18-14/h2-10H,1H3,(H,19,22)",Cc1cccc(n1)c2n[nH]cc2c3ccc4ncccc4n3,ALK5,CHEMBL4439,CHEMBL1138735,"J. Med. Chem., 47, p. 4494 (2004)",15317461
GW794607X,105345,CHEMBL67241,"InChI=1S/C20H20N8/c1-2-8-22-16-4-3-5-17(11-16)28-20-18(13-26-28)19(23-14-24-20)27-25-12-15-6-9-21-10-7-15/h3-7,9-14,22H,2,8H2,1H3,(H,23,24,27)/b25-12+",CCCNc1cccc(c1)n2ncc3c(N\N=C\c4ccncc4)ncnc23,CHEMBL67241,"InChI=1S/C20H20N8/c1-2-8-22-16-4-3-5-17(11-16)28-20-18(13-26-28)19(23-14-24-20)27-25-12-15-6-9-21-10-7-15/h3-7,9-14,22H,2,8H2,1H3,(H,23,24,27)/b25-12+",CCCNc1cccc(c1)n2ncc3c(N\N=C\c4ccncc4)ncnc23,GSK3b,CHEMBL262,CHEMBL1147546,"Bioorg. Med. Chem. Lett., 14, p. 2121 (2004)",15080992
GW794726X,345874,CHEMBL205765,"InChI=1S/C26H19ClFN5O2/c1-17(34)31-25-7-3-6-21(32-25)9-8-19-14-29-16-30-26(19)33-22-10-11-24(23(27)13-22)35-15-18-4-2-5-20(28)12-18/h2-7,10-14,16H,15H2,1H3,(H,29,30,33)(H,31,32,34)",CC(=O)Nc1cccc(n1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,CHEMBL205765,"InChI=1S/C26H19ClFN5O2/c1-17(34)31-25-7-3-6-21(32-25)9-8-19-14-29-16-30-26(19)33-22-10-11-24(23(27)13-22)35-15-18-4-2-5-20(28)12-18/h2-7,10-14,16H,15H2,1H3,(H,29,30,33)(H,31,32,34)",CC(=O)Nc1cccc(n1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1147004,"Bioorg. Med. Chem. Lett., 16, p. 2419 (2006)",16483772
GW795486X,415042,CHEMBL396107,"InChI=1S/C21H13F6N5O2/c22-20(23,24)11-5-12(21(25,26)27)7-14(6-11)32-19(33)31-13-3-1-10(2-4-13)15-8-34-18-16(15)17(28)29-9-30-18/h1-9H,(H2,28,29,30)(H2,31,32,33)",Nc1ncnc2occ(c3ccc(NC(=O)Nc4cc(cc(c4)C(F)(F)F)C(F)(F)F)cc3)c12,CHEMBL396107,"InChI=1S/C21H13F6N5O2/c22-20(23,24)11-5-12(21(25,26)27)7-14(6-11)32-19(33)31-13-3-1-10(2-4-13)15-8-34-18-16(15)17(28)29-9-30-18/h1-9H,(H2,28,29,30)(H2,31,32,33)",Nc1ncnc2occ(c3ccc(NC(=O)Nc4cc(cc(c4)C(F)(F)F)C(F)(F)F)cc3)c12,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1139135,"Bioorg. Med. Chem. Lett., 17, p. 1773 (2007)",17276055
GW795493X,415048,CHEMBL273564,"InChI=1S/C20H14F3N5O2/c21-20(22,23)12-2-1-3-14(8-12)28-19(29)27-13-6-4-11(5-7-13)15-9-30-18-16(15)17(24)25-10-26-18/h1-10H,(H2,24,25,26)(H2,27,28,29)",Nc1ncnc2occ(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)c12,CHEMBL273564,"InChI=1S/C20H14F3N5O2/c21-20(22,23)12-2-1-3-14(8-12)28-19(29)27-13-6-4-11(5-7-13)15-9-30-18-16(15)17(24)25-10-26-18/h1-10H,(H2,24,25,26)(H2,27,28,29)",Nc1ncnc2occ(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)c12,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1139135,"Bioorg. Med. Chem. Lett., 17, p. 1773 (2007)",17276055
GW796920X,489829,CHEMBL516908,"InChI=1S/C23H26N2O2/c1-15-2-11-20(25-22(26)12-16-3-4-16)13-21(15)18-7-9-19(10-8-18)23(27)24-14-17-5-6-17/h2,7-11,13,16-17H,3-6,12,14H2,1H3,(H,24,27)(H,25,26)",Cc1ccc(NC(=O)CC2CC2)cc1c3ccc(cc3)C(=O)NCC4CC4,CHEMBL516908,"InChI=1S/C23H26N2O2/c1-15-2-11-20(25-22(26)12-16-3-4-16)13-21(15)18-7-9-19(10-8-18)23(27)24-14-17-5-6-17/h2,7-11,13,16-17H,3-6,12,14H2,1H3,(H,24,27)(H,25,26)",Cc1ccc(NC(=O)CC2CC2)cc1c3ccc(cc3)C(=O)NCC4CC4,p38a,CHEMBL260,CHEMBL1155838,"Bioorg. Med. Chem. Lett., 18, p. 4428 (2008)",18614366
GW796921X,489767,CHEMBL517666,"InChI=1S/C21H24N2O2/c1-3-20(24)23-18-11-4-14(2)19(12-18)16-7-9-17(10-8-16)21(25)22-13-15-5-6-15/h4,7-12,15H,3,5-6,13H2,1-2H3,(H,22,25)(H,23,24)",CCC(=O)Nc1ccc(C)c(c1)c2ccc(cc2)C(=O)NCC3CC3,CHEMBL517666,"InChI=1S/C21H24N2O2/c1-3-20(24)23-18-11-4-14(2)19(12-18)16-7-9-17(10-8-16)21(25)22-13-15-5-6-15/h4,7-12,15H,3,5-6,13H2,1-2H3,(H,22,25)(H,23,24)",CCC(=O)Nc1ccc(C)c(c1)c2ccc(cc2)C(=O)NCC3CC3,p38a,CHEMBL260,CHEMBL1155838,"Bioorg. Med. Chem. Lett., 18, p. 4428 (2008)",18614366
GW799251X,345838,CHEMBL381604,"InChI=1S/C23H16ClFN6O/c24-20-11-19(6-7-21(20)32-13-15-2-1-3-17(25)10-15)30-22-16(12-27-14-29-22)4-5-18-8-9-28-23(26)31-18/h1-3,6-12,14H,13H2,(H2,26,28,31)(H,27,29,30)",Nc1nccc(n1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,CHEMBL381604,"InChI=1S/C23H16ClFN6O/c24-20-11-19(6-7-21(20)32-13-15-2-1-3-17(25)10-15)30-22-16(12-27-14-29-22)4-5-18-8-9-28-23(26)31-18/h1-3,6-12,14H,13H2,(H2,26,28,31)(H,27,29,30)",Nc1nccc(n1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1147004,"Bioorg. Med. Chem. Lett., 16, p. 2419 (2006)",16483772
GW801372X,312968,CHEMBL359999,"InChI=1S/C18H16N6O2/c1-25-13-8-12(9-14(10-13)26-2)22-18-19-7-5-16(23-18)15-11-21-24-17(15)4-3-6-20-24/h3-11H,1-2H3,(H,19,22,23)",COc1cc(Nc2nccc(n2)c3cnn4ncccc34)cc(OC)c1,CHEMBL359999,"InChI=1S/C18H16N6O2/c1-25-13-8-12(9-14(10-13)26-2)22-18-19-7-5-16(23-18)15-11-21-24-17(15)4-3-6-20-24/h3-11H,1-2H3,(H,19,22,23)",COc1cc(Nc2nccc(n2)c3cnn4ncccc34)cc(OC)c1,GSK3b,CHEMBL262,CHEMBL1138749,"J. Med. Chem., 47, p. 4716 (2004)",15341487
GW804482X,475489,CHEMBL516248,"InChI=1S/C20H17N3O3S/c1-25-14-6-4-5-13(9-14)11-26-17-10-18(27-19(17)20(21)24)23-12-22-15-7-2-3-8-16(15)23/h2-10,12H,11H2,1H3,(H2,21,24)",COc1cccc(COc2cc(sc2C(=O)N)n3cnc4ccccc34)c1,CHEMBL516248,"InChI=1S/C20H17N3O3S/c1-25-14-6-4-5-13(9-14)11-26-17-10-18(27-19(17)20(21)24)23-12-22-15-7-2-3-8-16(15)23/h2-10,12H,11H2,1H3,(H2,21,24)",COc1cccc(COc2cc(sc2C(=O)N)n3cnc4ccccc34)c1,PLK1,CHEMBL3024,CHEMBL1143265,"Bioorg. Med. Chem. Lett., 19, p. 1018 (2009)",19097784
GW805758X,312758,CHEMBL359963,"InChI=1S/C19H18N6/c1-13(2)14-5-7-15(8-6-14)23-19-20-11-9-17(24-19)16-12-22-25-18(16)4-3-10-21-25/h3-13H,1-2H3,(H,20,23,24)",CC(C)c1ccc(Nc2nccc(n2)c3cnn4ncccc34)cc1,CHEMBL359963,"InChI=1S/C19H18N6/c1-13(2)14-5-7-15(8-6-14)23-19-20-11-9-17(24-19)16-12-22-25-18(16)4-3-10-21-25/h3-13H,1-2H3,(H,20,23,24)",CC(C)c1ccc(Nc2nccc(n2)c3cnn4ncccc34)cc1,CDK2/CDK4,CHEMBL301/CHEMBL331,CHEMBL1143431,"Bioorg. Med. Chem. Lett., 18, p. 5758 (2008)",18835709
GW806290X,312601,CHEMBL361894,"InChI=1S/C18H14N6O2/c1-2-15-13(11-21-24(15)20-6-1)14-5-7-19-18(23-14)22-12-3-4-16-17(10-12)26-9-8-25-16/h1-7,10-11H,8-9H2,(H,19,22,23)",C1COc2cc(Nc3nccc(n3)c4cnn5ncccc45)ccc2O1,CHEMBL361894,"InChI=1S/C18H14N6O2/c1-2-15-13(11-21-24(15)20-6-1)14-5-7-19-18(23-14)22-12-3-4-16-17(10-12)26-9-8-25-16/h1-7,10-11H,8-9H2,(H,19,22,23)",C1COc2cc(Nc3nccc(n3)c4cnn5ncccc45)ccc2O1,GSK3b,CHEMBL262,CHEMBL1138749,"J. Med. Chem., 47, p. 4716 (2004)",15341487
GW806742X,314467,CHEMBL188381,"InChI=1S/C25H22F3N7O4S/c1-35(22-13-14-30-23(34-22)31-18-3-2-4-21(15-18)40(29,37)38)19-9-5-16(6-10-19)32-24(36)33-17-7-11-20(12-8-17)39-25(26,27)28/h2-15H,1H3,(H2,29,37,38)(H,30,31,34)(H2,32,33,36)",CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c3ccnc(Nc4cccc(c4)S(=O)(=O)N)n3,CHEMBL188381,"InChI=1S/C25H22F3N7O4S/c1-35(22-13-14-30-23(34-22)31-18-3-2-4-21(15-18)40(29,37)38)19-9-5-16(6-10-19)32-24(36)33-17-7-11-20(12-8-17)39-25(26,27)28/h2-15H,1H3,(H2,29,37,38)(H,30,31,34)(H2,32,33,36)",CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c3ccnc(Nc4cccc(c4)S(=O)(=O)N)n3,VEGFR2,CHEMBL279,CHEMBL1140275,"Bioorg. Med. Chem. Lett., 15, p. 3519 (2005)",15990302
GW806776X,490113,CHEMBL479038,"InChI=1S/C21H22N2O2/c24-20(22-13-14-4-5-14)16-8-6-15(7-9-16)17-2-1-3-18(12-17)21(25)23-19-10-11-19/h1-3,6-9,12,14,19H,4-5,10-11,13H2,(H,22,24)(H,23,25)",O=C(NCC1CC1)c2ccc(cc2)c3cccc(c3)C(=O)NC4CC4,CHEMBL479038,"InChI=1S/C21H22N2O2/c24-20(22-13-14-4-5-14)16-8-6-15(7-9-16)17-2-1-3-18(12-17)21(25)23-19-10-11-19/h1-3,6-9,12,14,19H,4-5,10-11,13H2,(H,22,24)(H,23,25)",O=C(NCC1CC1)c2ccc(cc2)c3cccc(c3)C(=O)NC4CC4,p38a,CHEMBL260,CHEMBL1155838,"Bioorg. Med. Chem. Lett., 18, p. 4428 (2008)",18614366
GW807930X,345927,CHEMBL207247,"InChI=1S/C28H22ClFN4O2/c1-19(35)32-15-21-5-2-4-20(12-21)8-9-23-16-31-18-33-28(23)34-25-10-11-27(26(29)14-25)36-17-22-6-3-7-24(30)13-22/h2-7,10-14,16,18H,15,17H2,1H3,(H,32,35)(H,31,33,34)",CC(=O)NCc1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,CHEMBL207247,"InChI=1S/C28H22ClFN4O2/c1-19(35)32-15-21-5-2-4-20(12-21)8-9-23-16-31-18-33-28(23)34-25-10-11-27(26(29)14-25)36-17-22-6-3-7-24(30)13-22/h2-7,10-14,16,18H,15,17H2,1H3,(H,32,35)(H,31,33,34)",CC(=O)NCc1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1147004,"Bioorg. Med. Chem. Lett., 16, p. 2419 (2006)",16483772
GW807982X,312779,CHEMBL188426,"InChI=1S/C20H17F3N6O2/c1-3-31-18-5-4-17-15(11-25-29(17)28-18)16-6-7-24-19(27-16)26-13-8-12(20(21,22)23)9-14(10-13)30-2/h4-11H,3H2,1-2H3,(H,24,26,27)",CCOc1ccc2c(cnn2n1)c3ccnc(Nc4cc(OC)cc(c4)C(F)(F)F)n3,CHEMBL188426,"InChI=1S/C20H17F3N6O2/c1-3-31-18-5-4-17-15(11-25-29(17)28-18)16-6-7-24-19(27-16)26-13-8-12(20(21,22)23)9-14(10-13)30-2/h4-11H,3H2,1-2H3,(H,24,26,27)",CCOc1ccc2c(cnn2n1)c3ccnc(Nc4cc(OC)cc(c4)C(F)(F)F)n3,GSK3b,CHEMBL262,CHEMBL1138749,"J. Med. Chem., 47, p. 4716 (2004)",15341487
GW809885X,104047,CHEMBL442363,"InChI=1S/C20H19N7O/c1-13(15-7-9-21-10-8-15)24-25-19-18-14(2)26-27(20(18)23-12-22-19)16-5-4-6-17(11-16)28-3/h4-12H,1-3H3,(H,22,23,25)/b24-13+",COc1cccc(c1)n2nc(C)c3c(N\N=C(/C)\c4ccncc4)ncnc23,CHEMBL442363,"InChI=1S/C20H19N7O/c1-13(15-7-9-21-10-8-15)24-25-19-18-14(2)26-27(20(18)23-12-22-19)16-5-4-6-17(11-16)28-3/h4-12H,1-3H3,(H,22,23,25)/b24-13+",COc1cccc(c1)n2nc(C)c3c(N\N=C(/C)\c4ccncc4)ncnc23,GSK3b,CHEMBL262,CHEMBL1147546,"Bioorg. Med. Chem. Lett., 14, p. 2121 (2004)",15080992
GW809897X,315416,CHEMBL189353,"InChI=1S/C26H24Cl2N6O3S/c1-34(20-11-9-18(10-12-20)31-26(35)33-24-21(27)7-4-8-22(24)28)23-13-14-29-25(32-23)30-19-6-3-5-17(15-19)16-38(2,36)37/h3-15H,16H2,1-2H3,(H,29,30,32)(H2,31,33,35)",CN(c1ccc(NC(=O)Nc2c(Cl)cccc2Cl)cc1)c3ccnc(Nc4cccc(CS(=O)(=O)C)c4)n3,CHEMBL189353,"InChI=1S/C26H24Cl2N6O3S/c1-34(20-11-9-18(10-12-20)31-26(35)33-24-21(27)7-4-8-22(24)28)23-13-14-29-25(32-23)30-19-6-3-5-17(15-19)16-38(2,36)37/h3-15H,16H2,1-2H3,(H,29,30,32)(H2,31,33,35)",CN(c1ccc(NC(=O)Nc2c(Cl)cccc2Cl)cc1)c3ccnc(Nc4cccc(CS(=O)(=O)C)c4)n3,VEGFR2,CHEMBL279,CHEMBL1140275,"Bioorg. Med. Chem. Lett., 15, p. 3519 (2005)",15990302
GW810372X,312648,CHEMBL365248,"InChI=1S/C18H13F3N6O2/c1-28-16-6-5-15-13(10-23-27(15)26-16)14-7-8-22-17(25-14)24-11-3-2-4-12(9-11)29-18(19,20)21/h2-10H,1H3,(H,22,24,25)",COc1ccc2c(cnn2n1)c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3,CHEMBL365248,"InChI=1S/C18H13F3N6O2/c1-28-16-6-5-15-13(10-23-27(15)26-16)14-7-8-22-17(25-14)24-11-3-2-4-12(9-11)29-18(19,20)21/h2-10H,1H3,(H,22,24,25)",COc1ccc2c(cnn2n1)c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3,GSK3b,CHEMBL262,CHEMBL1138749,"J. Med. Chem., 47, p. 4716 (2004)",15341487
